NUTS_label,year,GVA_GHI,GVA_total,GVA_GHI_pct,GVA_GHI_pct_diff,NUTS_level
"NISIA AIGAIOU, KRITI",2020,4370.940167,13356.562308,32.725038570605825,-30.882734784249994,1
"NISIA AIGAIOU, KRITI",2021,5296.260136,14915.103137,35.50937655175532,21.169815500702555,1
"NISIA AIGAIOU, KRITI",2022,6708.028002,17493.603808,38.34560377394824,26.65593890307355,1
VOREIA ELLADA,2000,7055.549232,27781.252289,25.396800542334258,NA,1
VOREIA ELLADA,2001,7365.210086,29945.736432,24.595187708022234,4.38889792725919,1
VOREIA ELLADA,2002,7635.84008,31922.336567,23.920053796731217,3.6744368570615666,1
VOREIA ELLADA,2003,8437.260482,34666.991461,24.338023365805565,10.495510560771196,1
VOREIA ELLADA,2004,9073.320281,38021.650042,23.863562657005424,7.538700510159272,1
VOREIA ELLADA,2005,9324.868782,38524.836535,24.204823746697304,2.772397459910622,1
VOREIA ELLADA,2006,9395.172705,41105.305944,22.856350267285585,0.7539400783388022,1
VOREIA ELLADA,2007,10637.047686,44246.125558,24.040630793890497,13.218224081597645,1
VOREIA ELLADA,2008,11723.105652,46053.540131,25.455384360579984,10.21014475124917,1
VOREIA ELLADA,2009,10931.927976,45743.188946,23.898482436161547,-6.748874398014333,1
