geo,NUTS_label,NUTS_label_el,NUTS_level,year,GFCF_GHI,GFCF_Total,GFCF_pct,GFCF_pct_diff
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2020,145.28604852893488,653.1554630132547,22.243716351797023,-63.92836584500148
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2021,262.7085342515156,963.6161461804112,27.262778368009045,80.82158397968615
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2022,302.5323879131306,1249.647130181064,24.20942525345503,15.158949356204744
EL65,Peloponnisos,Πελοπόννησος,2,2000,78.36170044132004,1953.3796177786928,4.011596093668158,NA
EL65,Peloponnisos,Πελοπόννησος,2,2001,79.12991251139864,1981.6131398881575,3.99320689384734,0.9803412454708895
EL65,Peloponnisos,Πελοπόννησος,2,2002,131.3728449529273,2080.2490583262197,6.3152459762981765,66.02172400228936
EL65,Peloponnisos,Πελοπόννησος,2,2003,136.75159443209645,2468.5094299980706,5.539844927074204,4.094262768760499
EL65,Peloponnisos,Πελοπόννησος,2,2004,122.63131513273174,2768.4437284040364,4.429611982882048,-10.325495185634628
EL65,Peloponnisos,Πελοπόννησος,2,2005,129.62428612356908,2434.7472079289932,5.323932016491686,5.702434963914718
EL65,Peloponnisos,Πελοπόννησος,2,2006,144.64772147859,2961.2097973009195,4.884750874809119,11.589985028499433
EL65,Peloponnisos,Πελοπόννησος,2,2007,153.456518414164,3057.6304264542982,5.01880531690404,6.089827648531498
EL65,Peloponnisos,Πελοπόννησος,2,2008,132.80388197064102,3003.140189397196,4.4221672514494905,-13.45829858317492
EL65,Peloponnisos,Πελοπόννησος,2,2009,79.56051960713208,2258.0662212602524,3.523391779127206,-40.09172139657744
EL65,Peloponnisos,Πελοπόννησος,2,2010,222.08995078182824,2549.156717568192,8.712290980434283,179.14592800361666
EL65,Peloponnisos,Πελοπόννησος,2,2011,80.29718992937849,1900.327830746096,4.2254388232504425,-63.84474414681688
EL65,Peloponnisos,Πελοπόννησος,2,2012,26.23134976006962,1254.6364850745076,2.090752984798768,-67.33216967724508
EL65,Peloponnisos,Πελοπόννησος,2,2013,45.83624548221325,1202.2042872988131,3.8126835818562053,74.73841758607087
EL65,Peloponnisos,Πελοπόννησος,2,2014,98.57349987068258,1085.8773105577898,9.077775077558965,115.05579009287314
EL65,Peloponnisos,Πελοπόννησος,2,2015,95.81650061155182,1223.3520322549837,7.832291775813289,-2.7968969984302476
EL65,Peloponnisos,Πελοπόννησος,2,2016,82.58412590188024,1098.0796132010123,7.5207776293322866,-13.810121038876947
EL65,Peloponnisos,Πελοπόννησος,2,2017,78.80808819774879,1238.210162301076,6.36467787110491,-4.57235293453107
EL65,Peloponnisos,Πελοπόννησος,2,2018,68.13446694572093,1066.6289298826616,6.3878322663924285,-13.543814468947819
EL65,Peloponnisos,Πελοπόννησος,2,2019,85.02833435054418,1074.9371821105494,7.9100747248874725,24.79489186916468
EL65,Peloponnisos,Πελοπόννησος,2,2020,106.14021051188335,1211.2228925155234,8.763061792156726,24.829224660925103
EL65,Peloponnisos,Πελοπόννησος,2,2021,111.43090601058512,1402.3127309994354,7.94622365948056,4.984628797310916
EL65,Peloponnisos,Πελοπόννησος,2,2022,122.7887140261116,1701.974603480728,7.214485678869413,10.192691078404746
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2000,59.51208520987507,2654.2971704220545,2.2421033286341547,NA
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2001,60.25922614877557,2941.164113680844,2.0488222968748797,1.2554440602537054
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2002,102.277996278775,2648.009058286229,3.8624488824433456,69.73001947661626
